cid,id_instalacion,rut_jefe_cierre,fecha_cierre,fecha_apertura
773,159,95185947-8,2011-08-30 18:12:08,2011-09-09 01:13:52
774,196,81560843-7,2018-04-14 06:31:50,2018-04-28 15:29:33
775,108,63824003-3,2010-02-17 17:07:24,2010-02-22 06:20:11
776,72,64370666-0,2013-11-11 23:18:14,2013-11-18 01:03:08
777,112,25198755-6,2018-04-04 15:01:45,2018-04-15 21:04:47
778,24,32992512-9,2017-03-18 11:41:17,2017-03-22 20:24:06
779,110,36918308-7,2019-09-08 12:19:56,2019-09-11 22:02:54
780,117,10094201-1,2015-05-27 12:28:21,2015-06-07 03:04:35
781,115,43831962-k,2016-06-27 11:28:07,2016-07-03 22:01:58
782,25,96951878-3,2020-01-20 04:42:32,2020-01-26 12:09:31
783,55,96900689-8,2012-07-07 02:13:35,2012-07-16 16:02:10
784,213,13370165-6,2011-08-12 16:33:49,2011-08-16 04:17:18
785,107,12957899-8,2013-11-25 14:57:49,2013-12-05 04:11:58
786,47,90594532-7,2019-03-14 17:41:03,2019-03-28 04:08:00
787,1,41704207-5,2017-03-22 03:24:07,2017-04-05 12:18:46
788,80,97343582-5,2011-01-25 06:21:52,2011-02-05 14:30:31
789,48,11554909-k,2017-06-28 09:27:57,2017-07-06 20:27:14
790,100,92394961-5,2020-07-10 12:44:33,2020-07-21 02:08:32
791,103,11784418-8,2010-12-09 02:06:38,2010-12-20 08:03:26
792,142,15591154-9,2011-03-30 09:04:22,2011-04-09 13:41:19
793,106,77520112-6,2011-07-20 07:56:09,2011-07-23 13:08:20
794,93,82833215-5,2013-11-11 21:37:20,2013-11-16 04:10:02
795,199,97004364-0,2014-08-21 02:33:19,2014-08-27 12:52:45
796,158,81498697-7,2016-06-11 14:42:38,2016-06-16 18:49:58
797,79,77477421-1,2018-10-19 05:32:48,2018-10-22 09:23:10
798,172,12348490-8,2010-01-19 20:43:52,2010-02-03 10:33:52
799,48,37285914-8,2011-01-24 23:18:26,2011-02-02 05:16:51
800,18,45981588-0,2018-06-19 05:14:58,2018-06-25 20:50:21
801,203,50109588-5,2014-02-01 23:35:49,2014-02-14 03:31:28
802,210,31256887-k,2012-07-21 16:07:38,2012-07-27 00:31:51
803,214,63459997-5,2010-05-15 02:41:35,2010-05-25 11:16:36
804,20,96828461-4,2015-06-06 23:04:11,2015-06-18 06:39:21
805,135,48269008-4,2010-09-15 05:17:07,2010-09-24 15:33:46
806,206,21219682-7,2013-01-28 01:53:10,2013-02-03 11:32:55
807,57,36432728-5,2015-05-14 21:50:06,2015-05-26 02:03:44
808,172,59959821-9,2016-11-06 04:54:38,2016-11-20 16:21:11
809,211,11453035-2,2016-06-22 21:58:50,2016-07-02 06:14:30
810,212,77489819-0,2018-10-18 16:11:41,2018-10-25 00:06:15
811,103,95667888-9,2015-08-01 11:28:55,2015-08-13 19:08:29
812,136,15460166-k,2013-04-14 03:46:45,2013-04-19 08:00:56
813,192,50728559-7,2013-05-07 19:46:05,2013-05-13 02:06:54
814,151,96863860-2,2011-02-02 01:42:53,2011-02-15 15:08:32
815,199,59890575-4,2014-10-19 18:40:32,2014-11-01 08:58:27
816,13,79459402-3,2015-02-22 22:59:18,2015-03-03 15:04:07
817,144,70388205-6,2012-06-21 20:42:17,2012-07-04 08:28:01
818,130,16636734-4,2012-01-30 15:11:55,2012-02-10 22:00:44
819,19,50942616-3,2012-06-15 05:05:52,2012-06-18 17:45:13
820,49,14408869-7,2017-05-21 16:47:30,2017-06-03 23:40:58
821,93,44372095-2,2012-07-31 02:21:48,2012-08-07 06:21:28
822,166,17459269-1,2019-03-28 06:57:47,2019-04-10 22:04:44
823,35,23748548-3,2010-01-02 16:58:28,2010-01-17 03:55:58
824,126,85034590-2,2014-04-05 12:19:44,2014-04-16 01:00:49
825,120,96562711-1,2015-12-26 03:54:48,2016-01-03 10:02:59
826,202,91346186-k,2015-06-08 22:39:48,2015-06-23 01:10:49
827,98,35661237-k,2020-04-21 17:54:58,2020-04-29 23:44:00
828,214,73815426-6,2017-11-25 09:34:28,2017-11-29 12:11:52
829,47,27183294-k,2012-05-16 21:59:46,2012-05-31 03:13:25
830,120,13572944-2,2018-10-29 12:30:58,2018-11-03 15:17:18
831,51,44626695-0,2017-07-22 14:35:09,2017-08-01 02:57:41
832,54,79348268-k,2014-05-15 13:09:57,2014-05-24 03:19:42
833,32,99233768-0,2011-02-08 16:17:18,2011-02-13 19:32:41
834,192,91085975-7,2017-12-26 11:08:41,2018-01-04 16:25:46
835,28,94362008-3,2017-04-22 04:34:38,2017-05-05 14:46:52
836,83,47922722-5,2018-07-03 21:43:26,2018-07-16 09:35:06
837,190,28273728-0,2020-02-23 06:12:39,2020-03-06 19:31:22
838,128,53383454-k,2013-01-14 05:47:27,2013-01-20 16:59:01
839,100,34996262-4,2018-05-31 06:13:51,2018-06-04 18:42:23
840,157,36081017-8,2012-06-25 10:05:03,2012-07-02 22:38:23
841,202,38628283-8,2020-07-15 08:25:53,2020-07-24 14:54:06
842,38,88772168-8,2014-06-18 11:05:16,2014-06-21 13:00:55
843,5,53609901-8,2020-09-01 00:24:55,2020-09-09 14:26:14
844,105,63382431-2,2011-01-20 14:29:52,2011-01-26 15:13:17
845,111,62820832-8,2019-04-20 05:34:53,2019-05-03 20:43:31
846,155,51693674-6,2014-08-20 18:41:06,2014-09-03 06:03:23
847,10,28060713-4,2010-12-13 14:04:26,2010-12-18 05:12:06
848,115,23514054-3,2017-04-23 22:21:43,2017-05-02 04:49:33
849,32,25750021-7,2011-08-19 03:13:29,2011-08-22 15:46:04
850,97,77020926-9,2014-10-18 07:08:55,2014-10-24 10:27:21
851,147,16836029-0,2010-03-21 00:38:33,2010-04-04 04:35:11
852,40,22001298-0,2012-05-07 14:22:31,2012-05-17 01:33:49
853,73,33090056-3,2017-02-05 08:57:19,2017-02-12 17:09:45
854,17,69760987-3,2017-06-01 11:47:47,2017-06-10 20:19:01
855,208,66119831-1,2013-11-02 19:20:46,2013-11-13 07:21:26
856,0,47981838-k,2011-12-27 00:26:02,2012-01-09 16:57:02
857,21,56093204-9,2010-07-28 02:07:21,2010-08-03 05:40:41
858,80,92170041-5,2016-05-05 20:33:35,2016-05-14 09:11:21
859,113,94888169-1,2010-10-31 11:13:35,2010-11-04 13:49:15
860,89,58366562-5,2020-01-14 22:17:48,2020-01-23 03:18:33
861,33,13068977-9,2019-12-09 12:58:40,2019-12-20 22:22:29
862,114,48766480-4,2017-12-03 02:17:42,2017-12-15 06:14:15
863,15,20640357-8,2012-08-16 20:35:06,2012-08-28 03:55:28
864,40,77210598-3,2019-11-22 00:56:09,2019-11-27 10:56:54
865,210,83386046-1,2010-06-08 03:32:37,2010-06-20 07:36:48
866,143,61863167-2,2018-10-23 15:32:38,2018-11-06 08:09:58
867,176,72810804-5,2011-04-03 11:30:19,2011-04-13 20:55:50
868,24,32992512-9,2014-04-26 04:17:37,2014-04-30 15:43:32
869,132,54363208-2,2011-04-07 03:07:09,2011-04-18 10:18:27
870,202,91346186-k,2019-12-27 05:19:38,2020-01-09 08:35:14
871,1,39038168-9,2010-02-24 02:12:15,2010-03-01 02:49:22
872,121,70368495-5,2015-02-28 14:19:58,2015-03-11 06:37:32
873,182,33236616-5,2015-07-04 21:34:00,2015-07-16 08:37:35
874,88,73324033-4,2013-07-31 10:44:42,2013-08-09 10:51:49
